network,config,method,replicate,gt_path,inferred_path,gt_exists,inferred_exists,file_size
Ding_2023,conf_dup_loss_medium_10M,polyphest_p90,1,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Ding_2023.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Ding_2023/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_1/polyphest_result.tre,True,True,113
Ding_2023,conf_dup_loss_medium_10M,polyphest_p90,2,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Ding_2023.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Ding_2023/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_2/polyphest_result.tre,True,True,113
Ding_2023,conf_dup_loss_medium_10M,polyphest_p90,3,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Ding_2023.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Ding_2023/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_3/polyphest_result.tre,True,True,113
Ding_2023,conf_dup_loss_medium_10M,polyphest_p90,4,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Ding_2023.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Ding_2023/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_4/polyphest_result.tre,True,True,113
Ding_2023,conf_dup_loss_medium_10M,polyphest_p90,5,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Ding_2023.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Ding_2023/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_5/polyphest_result.tre,True,True,113
Liang_2019,conf_dup_loss_medium_10M,polyphest_p90,1,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Liang_2019.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Liang_2019/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_1/polyphest_result.tre,True,True,1471
Liang_2019,conf_dup_loss_medium_10M,polyphest_p90,2,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Liang_2019.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Liang_2019/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_2/polyphest_result.tre,True,True,1471
Liang_2019,conf_dup_loss_medium_10M,polyphest_p90,3,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Liang_2019.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Liang_2019/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_3/polyphest_result.tre,True,True,1471
Liang_2019,conf_dup_loss_medium_10M,polyphest_p90,4,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Liang_2019.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Liang_2019/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_4/polyphest_result.tre,True,True,1471
Liang_2019,conf_dup_loss_medium_10M,polyphest_p90,5,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Liang_2019.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Liang_2019/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_5/polyphest_result.tre,True,True,1471
Popp_2005,conf_dup_loss_medium_10M,polyphest_p90,1,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Popp_2005.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Popp_2005/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_1/polyphest_result.tre,True,True,313
Popp_2005,conf_dup_loss_medium_10M,polyphest_p90,2,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Popp_2005.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Popp_2005/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_2/polyphest_result.tre,True,True,313
Popp_2005,conf_dup_loss_medium_10M,polyphest_p90,3,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Popp_2005.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Popp_2005/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_3/polyphest_result.tre,True,True,313
Popp_2005,conf_dup_loss_medium_10M,polyphest_p90,4,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Popp_2005.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Popp_2005/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_4/polyphest_result.tre,True,True,313
Popp_2005,conf_dup_loss_medium_10M,polyphest_p90,5,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Popp_2005.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Popp_2005/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_5/polyphest_result.tre,True,True,313
Wu_2015,conf_dup_loss_medium_10M,polyphest_p90,1,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Wu_2015.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Wu_2015/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_1/polyphest_result.tre,True,True,235
Wu_2015,conf_dup_loss_medium_10M,polyphest_p90,2,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Wu_2015.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Wu_2015/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_2/polyphest_result.tre,True,True,235
Wu_2015,conf_dup_loss_medium_10M,polyphest_p90,3,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Wu_2015.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Wu_2015/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_3/polyphest_result.tre,True,True,235
Wu_2015,conf_dup_loss_medium_10M,polyphest_p90,4,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Wu_2015.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Wu_2015/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_4/polyphest_result.tre,True,True,235
Wu_2015,conf_dup_loss_medium_10M,polyphest_p90,5,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Wu_2015.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Wu_2015/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_5/polyphest_result.tre,True,True,235
Liu_2023,conf_dup_loss_medium_10M,polyphest_p90,1,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Liu_2023.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Liu_2023/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_1/polyphest_result.tre,True,True,692
Liu_2023,conf_dup_loss_medium_10M,polyphest_p90,2,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Liu_2023.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Liu_2023/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_2/polyphest_result.tre,True,True,692
Liu_2023,conf_dup_loss_medium_10M,polyphest_p90,3,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Liu_2023.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Liu_2023/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_3/polyphest_result.tre,True,True,692
Liu_2023,conf_dup_loss_medium_10M,polyphest_p90,4,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Liu_2023.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Liu_2023/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_4/polyphest_result.tre,True,True,692
Liu_2023,conf_dup_loss_medium_10M,polyphest_p90,5,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Liu_2023.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Liu_2023/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_5/polyphest_result.tre,True,True,692
Ren_2024,conf_dup_loss_medium_10M,polyphest_p90,1,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Ren_2024.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Ren_2024/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_1/polyphest_result.tre,True,True,247
Ren_2024,conf_dup_loss_medium_10M,polyphest_p90,2,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Ren_2024.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Ren_2024/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_2/polyphest_result.tre,True,True,247
Ren_2024,conf_dup_loss_medium_10M,polyphest_p90,3,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Ren_2024.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Ren_2024/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_3/polyphest_result.tre,True,True,247
Ren_2024,conf_dup_loss_medium_10M,polyphest_p90,4,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Ren_2024.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Ren_2024/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_4/polyphest_result.tre,True,True,247
Ren_2024,conf_dup_loss_medium_10M,polyphest_p90,5,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Ren_2024.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Ren_2024/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_5/polyphest_result.tre,True,True,247
Marcussen_2011,conf_dup_loss_medium_10M,polyphest_p90,1,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Marcussen_2011.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Marcussen_2011/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_1/polyphest_result.tre,True,True,410
Marcussen_2011,conf_dup_loss_medium_10M,polyphest_p90,2,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Marcussen_2011.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Marcussen_2011/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_2/polyphest_result.tre,True,True,410
Marcussen_2011,conf_dup_loss_medium_10M,polyphest_p90,3,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Marcussen_2011.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Marcussen_2011/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_3/polyphest_result.tre,True,True,410
Marcussen_2011,conf_dup_loss_medium_10M,polyphest_p90,4,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Marcussen_2011.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Marcussen_2011/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_4/polyphest_result.tre,True,True,410
Marcussen_2011,conf_dup_loss_medium_10M,polyphest_p90,5,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Marcussen_2011.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Marcussen_2011/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_5/polyphest_result.tre,True,True,410
Marcussen_2012,conf_dup_loss_medium_10M,polyphest_p90,1,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Marcussen_2012.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Marcussen_2012/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_1/polyphest_result.tre,True,False,0
Marcussen_2012,conf_dup_loss_medium_10M,polyphest_p90,2,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Marcussen_2012.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Marcussen_2012/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_2/polyphest_result.tre,True,False,0
Marcussen_2012,conf_dup_loss_medium_10M,polyphest_p90,3,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Marcussen_2012.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Marcussen_2012/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_3/polyphest_result.tre,True,False,0
Marcussen_2012,conf_dup_loss_medium_10M,polyphest_p90,4,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Marcussen_2012.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Marcussen_2012/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_4/polyphest_result.tre,True,False,0
Marcussen_2012,conf_dup_loss_medium_10M,polyphest_p90,5,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Marcussen_2012.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Marcussen_2012/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_5/polyphest_result.tre,True,False,0
Sessa_2012b,conf_dup_loss_medium_10M,polyphest_p90,1,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Sessa_2012b.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Sessa_2012b/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_1/polyphest_result.tre,True,True,970
Sessa_2012b,conf_dup_loss_medium_10M,polyphest_p90,2,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Sessa_2012b.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Sessa_2012b/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_2/polyphest_result.tre,True,True,970
Sessa_2012b,conf_dup_loss_medium_10M,polyphest_p90,3,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Sessa_2012b.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Sessa_2012b/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_3/polyphest_result.tre,True,True,970
Sessa_2012b,conf_dup_loss_medium_10M,polyphest_p90,4,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Sessa_2012b.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Sessa_2012b/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_4/polyphest_result.tre,True,True,970
Sessa_2012b,conf_dup_loss_medium_10M,polyphest_p90,5,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Sessa_2012b.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Sessa_2012b/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_5/polyphest_result.tre,True,True,970
Zhao_2021,conf_dup_loss_medium_10M,polyphest_p90,1,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Zhao_2021.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Zhao_2021/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_1/polyphest_result.tre,True,True,270
Zhao_2021,conf_dup_loss_medium_10M,polyphest_p90,2,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Zhao_2021.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Zhao_2021/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_2/polyphest_result.tre,True,True,270
Zhao_2021,conf_dup_loss_medium_10M,polyphest_p90,3,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Zhao_2021.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Zhao_2021/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_3/polyphest_result.tre,True,True,270
Zhao_2021,conf_dup_loss_medium_10M,polyphest_p90,4,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Zhao_2021.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Zhao_2021/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_4/polyphest_result.tre,True,True,270
Zhao_2021,conf_dup_loss_medium_10M,polyphest_p90,5,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Zhao_2021.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Zhao_2021/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_5/polyphest_result.tre,True,True,270
Hori_2014,conf_dup_loss_medium_10M,polyphest_p90,1,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Hori_2014.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Hori_2014/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_1/polyphest_result.tre,True,True,348
Hori_2014,conf_dup_loss_medium_10M,polyphest_p90,2,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Hori_2014.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Hori_2014/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_2/polyphest_result.tre,True,True,348
Hori_2014,conf_dup_loss_medium_10M,polyphest_p90,3,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Hori_2014.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Hori_2014/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_3/polyphest_result.tre,True,True,348
Hori_2014,conf_dup_loss_medium_10M,polyphest_p90,4,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Hori_2014.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Hori_2014/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_4/polyphest_result.tre,True,True,348
Hori_2014,conf_dup_loss_medium_10M,polyphest_p90,5,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Hori_2014.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Hori_2014/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_5/polyphest_result.tre,True,True,348
Marcussen_2015,conf_dup_loss_medium_10M,polyphest_p90,1,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Marcussen_2015.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Marcussen_2015/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_1/polyphest_result.tre,True,False,0
Marcussen_2015,conf_dup_loss_medium_10M,polyphest_p90,2,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Marcussen_2015.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Marcussen_2015/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_2/polyphest_result.tre,True,False,0
Marcussen_2015,conf_dup_loss_medium_10M,polyphest_p90,3,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Marcussen_2015.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Marcussen_2015/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_3/polyphest_result.tre,True,False,0
Marcussen_2015,conf_dup_loss_medium_10M,polyphest_p90,4,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Marcussen_2015.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Marcussen_2015/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_4/polyphest_result.tre,True,False,0
Marcussen_2015,conf_dup_loss_medium_10M,polyphest_p90,5,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Marcussen_2015.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Marcussen_2015/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_5/polyphest_result.tre,True,False,0
Shahrestani_2015,conf_dup_loss_medium_10M,polyphest_p90,1,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Shahrestani_2015.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Shahrestani_2015/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_1/polyphest_result.tre,True,True,119
Shahrestani_2015,conf_dup_loss_medium_10M,polyphest_p90,2,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Shahrestani_2015.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Shahrestani_2015/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_2/polyphest_result.tre,True,True,119
Shahrestani_2015,conf_dup_loss_medium_10M,polyphest_p90,3,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Shahrestani_2015.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Shahrestani_2015/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_3/polyphest_result.tre,True,True,119
Shahrestani_2015,conf_dup_loss_medium_10M,polyphest_p90,4,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Shahrestani_2015.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Shahrestani_2015/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_4/polyphest_result.tre,True,True,119
Shahrestani_2015,conf_dup_loss_medium_10M,polyphest_p90,5,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Shahrestani_2015.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Shahrestani_2015/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_5/polyphest_result.tre,True,True,119
Morales-Briones_2021,conf_dup_loss_medium_10M,polyphest_p90,1,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Morales-Briones_2021.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Morales-Briones_2021/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_1/polyphest_result.tre,True,False,0
Morales-Briones_2021,conf_dup_loss_medium_10M,polyphest_p90,2,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Morales-Briones_2021.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Morales-Briones_2021/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_2/polyphest_result.tre,True,False,0
Morales-Briones_2021,conf_dup_loss_medium_10M,polyphest_p90,3,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Morales-Briones_2021.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Morales-Briones_2021/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_3/polyphest_result.tre,True,False,0
Morales-Briones_2021,conf_dup_loss_medium_10M,polyphest_p90,4,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Morales-Briones_2021.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Morales-Briones_2021/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_4/polyphest_result.tre,True,False,0
Morales-Briones_2021,conf_dup_loss_medium_10M,polyphest_p90,5,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Morales-Briones_2021.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Morales-Briones_2021/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_5/polyphest_result.tre,True,False,0
Soza_2014,conf_dup_loss_medium_10M,polyphest_p90,1,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Soza_2014.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Soza_2014/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_1/polyphest_result.tre,True,False,0
Soza_2014,conf_dup_loss_medium_10M,polyphest_p90,2,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Soza_2014.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Soza_2014/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_2/polyphest_result.tre,True,False,0
Soza_2014,conf_dup_loss_medium_10M,polyphest_p90,3,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Soza_2014.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Soza_2014/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_3/polyphest_result.tre,True,False,0
Soza_2014,conf_dup_loss_medium_10M,polyphest_p90,4,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Soza_2014.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Soza_2014/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_4/polyphest_result.tre,True,False,0
Soza_2014,conf_dup_loss_medium_10M,polyphest_p90,5,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Soza_2014.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Soza_2014/results/conf_dup_loss_medium_10M/polyphest_p90/replicate_5/polyphest_result.tre,True,False,0
Bendiksby_2011,conf_dup_loss_medium_10M,mpsugar,1,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Bendiksby_2011.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Bendiksby_2011/results/conf_dup_loss_medium_10M/mpsugar/replicate_1/mpsugar_result.tre,True,False,0
Bendiksby_2011,conf_dup_loss_medium_10M,mpsugar,2,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Bendiksby_2011.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Bendiksby_2011/results/conf_dup_loss_medium_10M/mpsugar/replicate_2/mpsugar_result.tre,True,False,0
Bendiksby_2011,conf_dup_loss_medium_10M,mpsugar,3,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Bendiksby_2011.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Bendiksby_2011/results/conf_dup_loss_medium_10M/mpsugar/replicate_3/mpsugar_result.tre,True,False,0
Bendiksby_2011,conf_dup_loss_medium_10M,mpsugar,4,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Bendiksby_2011.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Bendiksby_2011/results/conf_dup_loss_medium_10M/mpsugar/replicate_4/mpsugar_result.tre,True,False,0
Bendiksby_2011,conf_dup_loss_medium_10M,mpsugar,5,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Bendiksby_2011.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Bendiksby_2011/results/conf_dup_loss_medium_10M/mpsugar/replicate_5/mpsugar_result.tre,True,False,0
Koenen_2020,conf_dup_loss_medium_10M,mpsugar,1,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Koenen_2020.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Koenen_2020/results/conf_dup_loss_medium_10M/mpsugar/replicate_1/mpsugar_result.tre,True,False,0
Koenen_2020,conf_dup_loss_medium_10M,mpsugar,2,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Koenen_2020.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Koenen_2020/results/conf_dup_loss_medium_10M/mpsugar/replicate_2/mpsugar_result.tre,True,False,0
Koenen_2020,conf_dup_loss_medium_10M,mpsugar,3,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Koenen_2020.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Koenen_2020/results/conf_dup_loss_medium_10M/mpsugar/replicate_3/mpsugar_result.tre,True,False,0
Koenen_2020,conf_dup_loss_medium_10M,mpsugar,4,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Koenen_2020.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Koenen_2020/results/conf_dup_loss_medium_10M/mpsugar/replicate_4/mpsugar_result.tre,True,False,0
Koenen_2020,conf_dup_loss_medium_10M,mpsugar,5,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Koenen_2020.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Koenen_2020/results/conf_dup_loss_medium_10M/mpsugar/replicate_5/mpsugar_result.tre,True,False,0
Brysting_2007,conf_dup_loss_medium_10M,mpsugar,1,/groups/itay_mayrose/tomulanovski/gene2net/simulations/networks/Brysting_2007.tre,/groups/itay_mayrose/tomulanovski/gene2net/simulations/simulations/Brysting_2007/results/conf_dup_loss_medium_10M/mpsugar/replicate_1/mpsugar_result.tre,True,False,0
